age,gender,device_type,ad_position,browsing_history,time_of_day,click
41.0,Male,Tablet,Side,missing,Morning,0
missing,Non-Binary,Desktop,Bottom,News,Afternoon,1
52.0,missing,missing,Bottom,Shopping,Afternoon,1
missing,Female,Desktop,Top,Entertainment,Afternoon,0
34.0,missing,missing,missing,Social Media,Afternoon,1
missing,missing,missing,Bottom,missing,missing,1
61.0,missing,Desktop,Bottom,Entertainment,Afternoon,1
57.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1
missing,Male,Desktop,Bottom,Entertainment,missing,1
missing,missing,Desktop,Side,News,Afternoon,0
27.0,missing,Tablet,Bottom,missing,Morning,0
missing,Male,Tablet,Bottom,Shopping,Evening,1
20.0,Female,Mobile,missing,missing,Afternoon,1
missing,Female,missing,Top,missing,Night,1
missing,Non-Binary,missing,Bottom,Education,Afternoon,1
missing,missing,Desktop,missing,missing,Evening,0
missing,Male,Desktop,Side,missing,missing,0
missing,Female,Tablet,Top,Entertainment,Morning,0
missing,Male,Desktop,Bottom,News,Morning,1
27.0,missing,Tablet,Side,News,missing,1
missing,Male,Desktop,Top,missing,Morning,1
missing,missing,Desktop,Top,missing,Afternoon,0
missing,Female,Mobile,missing,missing,Afternoon,1
missing,missing,missing,Top,Entertainment,Afternoon,1
missing,missing,Mobile,Side,Entertainment,Afternoon,1
missing,missing,Tablet,Top,missing,Night,1
missing,Male,missing,Bottom,missing,Afternoon,1
48.0,Female,Desktop,Side,missing,Afternoon,0
31.0,missing,Desktop,Side,Entertainment,Morning,1
61.0,missing,Desktop,missing,missing,missing,1
54.0,missing,Tablet,Top,Social Media,missing,0
25.0,missing,Desktop,Side,missing,missing,0
58.0,missing,missing,missing,Education,Morning,0
missing,Non-Binary,Desktop,missing,Social Media,Afternoon,1
missing,Male,Tablet,Side,News,Night,1
missing,missing,Desktop,Top,missing,Afternoon,1
24.0,Male,missing,missing,Shopping,Morning,1
47.0,Female,missing,Bottom,missing,Afternoon,0
missing,Female,Mobile,Side,Entertainment,Evening,1
missing,missing,missing,Bottom,missing,Evening,1
missing,Male,Mobile,Bottom,News,missing,1
46.0,Female,Tablet,Side,Entertainment,Morning,1
missing,missing,Tablet,Top,News,Night,1
28.0,Female,Mobile,Side,missing,missing,0
26.0,Non-Binary,Desktop,Bottom,missing,Morning,1
46.0,Male,Desktop,Top,Social Media,Night,0
19.0,missing,Tablet,Side,missing,Afternoon,1
61.0,missing,missing,Bottom,Entertainment,Afternoon,1
missing,Female,Desktop,missing,Entertainment,Afternoon,0
18.0,Male,missing,Bottom,missing,Evening,0
44.0,missing,Tablet,Bottom,Social Media,Night,0
missing,Female,Tablet,Side,Entertainment,missing,1
missing,missing,Mobile,missing,Social Media,Afternoon,1
missing,Male,Desktop,missing,missing,Evening,0
22.0,Female,Mobile,Top,missing,Evening,1
46.0,missing,Tablet,Side,missing,Evening,0
missing,Male,Desktop,missing,Entertainment,Evening,1
missing,Non-Binary,Mobile,Side,Education,Night,1
missing,missing,Tablet,Bottom,missing,Evening,1
37.0,Non-Binary,Tablet,Side,missing,Evening,0
44.0,Female,Tablet,Bottom,missing,Night,0
55.0,missing,Tablet,missing,missing,Night,1
35.0,Female,Tablet,Top,Education,Evening,1
missing,missing,Desktop,missing,missing,Morning,1
missing,Non-Binary,missing,missing,missing,Afternoon,1
24.0,Male,Mobile,Bottom,missing,missing,1
missing,Male,missing,Top,Social Media,Morning,1
missing,missing,Mobile,missing,missing,Afternoon,1
missing,Non-Binary,Mobile,Side,missing,missing,1
missing,Male,Desktop,missing,missing,Afternoon,1
40.0,Male,Desktop,Side,Shopping,Afternoon,1
58.0,missing,missing,Top,missing,Afternoon,1
missing,Male,Desktop,missing,missing,Night,0
54.0,Male,missing,Bottom,missing,Night,1
27.0,missing,Tablet,Side,News,Afternoon,1
45.0,Non-Binary,Desktop,Top,Social Media,missing,0
missing,missing,missing,Bottom,missing,Night,1
missing,Female,Desktop,Bottom,Shopping,Morning,1
34.0,missing,Desktop,Top,News,Night,1
missing,Non-Binary,Tablet,Bottom,Education,Afternoon,1
missing,missing,missing,missing,missing,Night,0
20.0,missing,Desktop,Top,missing,missing,1
23.0,missing,Desktop,Top,Social Media,Afternoon,0
missing,missing,Desktop,Top,News,Night,0
missing,missing,Tablet,Bottom,Entertainment,missing,1
missing,Non-Binary,missing,Bottom,missing,missing,0
missing,missing,Tablet,Side,missing,Evening,1
missing,missing,Tablet,Side,missing,Afternoon,1
52.0,Non-Binary,Mobile,Bottom,missing,Morning,1
44.0,Female,Tablet,Top,Shopping,Morning,1
45.0,Male,Desktop,Top,Education,Morning,1
61.0,Male,Desktop,Side,missing,Evening,0
missing,missing,Desktop,Side,Entertainment,missing,0
36.0,Male,Tablet,Bottom,Shopping,Evening,1
missing,missing,Desktop,missing,missing,missing,0
26.0,Female,missing,Top,missing,Night,1
missing,missing,missing,Top,Education,Afternoon,1
missing,missing,missing,Side,News,Evening,0
missing,Female,Tablet,Top,missing,Evening,1
missing,missing,Tablet,Side,News,Evening,0
missing,Female,Mobile,Top,Education,Night,0
missing,missing,Tablet,Bottom,Education,Afternoon,1
60.0,missing,Tablet,Side,missing,Afternoon,1
53.0,missing,Tablet,missing,Education,missing,1
60.0,missing,Desktop,missing,Entertainment,Evening,0
34.0,Female,Mobile,Top,Education,missing,1
missing,missing,Mobile,Bottom,missing,Afternoon,1
56.0,Male,Tablet,Side,missing,Evening,0
missing,Male,Tablet,missing,missing,Afternoon,0
43.0,Male,Desktop,Bottom,Education,Afternoon,0
missing,Male,Desktop,Top,missing,missing,1
missing,Non-Binary,missing,Bottom,missing,missing,1
missing,missing,Mobile,Side,Shopping,missing,0
28.0,Non-Binary,Tablet,Bottom,Education,Afternoon,0
25.0,missing,Mobile,Bottom,Social Media,Evening,1
missing,Female,Desktop,missing,Education,Evening,0
missing,Non-Binary,Mobile,missing,Education,missing,1
22.0,missing,Desktop,Bottom,missing,Night,1
41.0,Non-Binary,Mobile,Side,Education,Night,1
33.0,missing,Tablet,missing,missing,Morning,1
missing,Non-Binary,Mobile,missing,Social Media,Morning,1
missing,missing,missing,Side,Social Media,missing,0
missing,Non-Binary,missing,Top,News,Afternoon,0
28.0,missing,Desktop,Side,News,Morning,1
missing,Non-Binary,Tablet,Side,missing,Evening,1
missing,Female,Mobile,Bottom,missing,Morning,1
missing,Female,Mobile,Bottom,Education,Night,1
missing,missing,Desktop,missing,missing,Evening,0
missing,Female,Mobile,Bottom,Shopping,missing,1
44.0,Female,Desktop,Top,missing,Evening,1
48.0,missing,Desktop,Bottom,Education,Afternoon,0
57.0,missing,Mobile,Side,Shopping,Afternoon,0
missing,missing,Desktop,Bottom,Entertainment,Night,1
missing,missing,Desktop,missing,missing,Morning,1
missing,Non-Binary,Tablet,Side,missing,Afternoon,1
missing,Non-Binary,Tablet,missing,missing,missing,0
62.0,Female,Desktop,Bottom,missing,Morning,1
38.0,Female,Mobile,Side,News,Night,1
64.0,Female,Desktop,Bottom,News,missing,0
missing,missing,missing,Side,Entertainment,Afternoon,1
47.0,missing,Tablet,Side,missing,Evening,0
missing,missing,Tablet,Bottom,missing,Morning,1
63.0,Male,Desktop,Bottom,missing,Evening,0
62.0,Female,Desktop,Side,missing,Evening,0
21.0,missing,Desktop,Side,Shopping,missing,0
missing,Non-Binary,Desktop,missing,News,Afternoon,0
60.0,Female,Desktop,Top,News,Afternoon,0
missing,Female,Mobile,Top,News,missing,1
missing,Non-Binary,Tablet,missing,News,Morning,1
26.0,missing,Desktop,Bottom,missing,Morning,1
missing,Male,Desktop,Side,Entertainment,Evening,1
30.0,Male,missing,missing,missing,Evening,1
55.0,Male,Tablet,missing,News,missing,0
missing,Female,Mobile,Side,missing,Evening,1
31.0,missing,Mobile,missing,News,missing,1
29.0,missing,Desktop,Bottom,missing,Afternoon,1
52.0,Male,Desktop,missing,missing,Night,1
34.0,missing,Tablet,Top,missing,missing,1
42.0,missing,Desktop,Top,Shopping,Night,1
missing,Non-Binary,Desktop,missing,Shopping,Evening,0
missing,Non-Binary,Mobile,Side,Entertainment,Afternoon,1
29.0,Male,Tablet,missing,Education,Afternoon,1
27.0,Non-Binary,Tablet,Top,Education,Evening,0
missing,missing,Mobile,Side,News,Morning,0
38.0,missing,Mobile,Bottom,Social Media,Morning,1
missing,missing,Desktop,Top,missing,Night,1
37.0,missing,Desktop,missing,Social Media,Evening,1
missing,Non-Binary,Mobile,Side,Shopping,Morning,0
48.0,missing,Tablet,missing,missing,Afternoon,1
missing,Non-Binary,missing,Top,News,missing,1
30.0,Non-Binary,Tablet,Top,News,Morning,1
44.0,Male,Desktop,Top,missing,Evening,0
missing,missing,Desktop,missing,Social Media,Morning,0
missing,Female,Desktop,Bottom,Entertainment,Morning,1
missing,Female,Tablet,Top,News,missing,0
missing,missing,Desktop,Top,Social Media,Night,1
29.0,missing,Mobile,Bottom,missing,Afternoon,1
28.0,Male,missing,Bottom,missing,Afternoon,1
missing,Non-Binary,missing,Top,missing,missing,1
37.0,Male,Desktop,Bottom,Entertainment,Evening,0
24.0,Male,missing,Side,missing,Afternoon,0
30.0,missing,Tablet,Bottom,missing,Morning,0
45.0,missing,Tablet,Top,missing,Afternoon,1
missing,missing,Tablet,Bottom,Education,Afternoon,1
40.0,Female,Tablet,Bottom,missing,missing,1
missing,Non-Binary,Mobile,Side,Shopping,Evening,1
missing,missing,Tablet,Side,missing,Afternoon,1
42.0,Non-Binary,Desktop,Top,Social Media,missing,1
missing,Non-Binary,Tablet,Top,missing,Night,1
57.0,Male,Tablet,Bottom,missing,Morning,0
missing,missing,Tablet,Top,Social Media,Night,1
57.0,missing,Mobile,missing,missing,Evening,0
missing,Non-Binary,missing,Top,missing,Morning,0
33.0,missing,Mobile,Bottom,Entertainment,Afternoon,0
missing,missing,Mobile,Side,News,Morning,0
44.0,Non-Binary,Tablet,Top,missing,Night,0
51.0,missing,Tablet,Top,missing,Afternoon,1
missing,Male,Mobile,Bottom,Social Media,Afternoon,1
missing,Female,Desktop,Top,Shopping,Morning,1
26.0,missing,Desktop,missing,missing,Night,1
53.0,Non-Binary,Mobile,Side,News,Morning,1
missing,Male,Tablet,Bottom,missing,missing,1
28.0,Male,Desktop,Side,Social Media,Evening,1
45.0,missing,missing,Bottom,missing,Night,1
50.0,Female,Mobile,Top,missing,missing,0
missing,Female,Tablet,missing,missing,Morning,0
46.0,Non-Binary,Mobile,Side,missing,Morning,1
missing,missing,Mobile,Top,missing,Afternoon,1
22.0,Male,Mobile,Bottom,Education,missing,0
36.0,missing,Tablet,Top,missing,Morning,1
missing,Non-Binary,Tablet,Side,Shopping,Afternoon,1
missing,missing,Desktop,Side,Social Media,Morning,0
44.0,missing,Desktop,Side,missing,missing,0
51.0,missing,Mobile,Top,Social Media,Morning,1
missing,Male,Tablet,missing,News,Evening,0
missing,missing,Tablet,Bottom,Shopping,missing,1
34.0,Non-Binary,Mobile,Bottom,missing,missing,1
38.0,missing,Mobile,Side,missing,Morning,1
44.0,Male,Tablet,missing,missing,missing,1
missing,missing,missing,Top,missing,Afternoon,0
26.0,Non-Binary,Desktop,Side,missing,Evening,1
47.0,missing,Mobile,Bottom,Entertainment,Evening,0
20.0,Male,Mobile,Side,Shopping,Night,1
60.0,missing,Tablet,Side,missing,Afternoon,1
missing,missing,Desktop,Top,missing,missing,1
32.0,Non-Binary,Desktop,Side,Social Media,Night,1
31.0,missing,Desktop,Side,missing,Night,1
missing,missing,Desktop,Side,missing,missing,1
56.0,missing,Desktop,missing,missing,Afternoon,1
30.0,Non-Binary,missing,Top,News,missing,1
62.0,Non-Binary,Tablet,Top,missing,Night,0
44.0,Female,Mobile,Top,Shopping,Afternoon,1
missing,Male,Mobile,Side,News,Morning,0
38.0,Male,Mobile,Side,missing,Evening,0
23.0,missing,Mobile,Top,Entertainment,missing,0
52.0,missing,Tablet,missing,missing,Morning,1
missing,Non-Binary,Tablet,Top,Education,missing,0
missing,Female,Tablet,Top,missing,missing,1
missing,missing,Mobile,Bottom,missing,missing,0
44.0,Non-Binary,missing,Side,missing,Morning,1
missing,Non-Binary,Mobile,Bottom,Entertainment,Evening,0
missing,missing,missing,Side,missing,Afternoon,1
19.0,Female,missing,Side,missing,Afternoon,1
missing,Male,Mobile,Top,Entertainment,Afternoon,1
missing,Female,Tablet,Bottom,missing,Evening,1
missing,Female,Desktop,Top,Entertainment,Evening,0
32.0,missing,Tablet,Side,News,Morning,1
44.0,Non-Binary,Mobile,Side,missing,Morning,1
46.0,missing,Desktop,Bottom,Education,Evening,1
26.0,Non-Binary,Desktop,Top,Entertainment,missing,1
missing,missing,Mobile,Bottom,Education,missing,0
30.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
missing,Male,Desktop,missing,missing,Afternoon,0
24.0,Male,Tablet,Side,Social Media,Evening,0
missing,missing,missing,Side,missing,Afternoon,1
missing,missing,Mobile,Top,Entertainment,Afternoon,1
22.0,Male,Desktop,Bottom,Entertainment,Night,1
missing,Non-Binary,Tablet,Top,missing,Night,0
24.0,Non-Binary,Tablet,missing,News,missing,0
31.0,missing,Desktop,Bottom,missing,missing,1
missing,missing,missing,missing,Education,Night,0
22.0,Female,Mobile,Top,missing,Evening,1
missing,Non-Binary,Tablet,Side,News,Afternoon,0
46.0,Non-Binary,missing,Bottom,missing,missing,1
62.0,Non-Binary,Desktop,missing,News,Morning,1
missing,missing,Mobile,Side,Shopping,Morning,1
missing,Non-Binary,missing,Top,missing,missing,1
missing,missing,Mobile,Top,missing,Night,0
missing,missing,Tablet,Bottom,Entertainment,Afternoon,1
59.0,missing,Desktop,missing,Education,Night,0
missing,missing,Desktop,Bottom,missing,Morning,1
missing,missing,Desktop,Top,Shopping,Night,0
29.0,missing,missing,Bottom,Shopping,Morning,1
30.0,Non-Binary,Desktop,Side,missing,missing,1
missing,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,1
missing,missing,Tablet,Top,missing,missing,1
34.0,Female,Mobile,Bottom,Entertainment,Morning,1
45.0,missing,Mobile,missing,missing,Night,1
missing,missing,Desktop,Side,Shopping,Morning,1
44.0,Non-Binary,Mobile,Bottom,Entertainment,missing,0
35.0,Male,Mobile,Bottom,missing,missing,1
31.0,missing,Tablet,Side,missing,Afternoon,1
missing,missing,Mobile,missing,missing,Afternoon,1
missing,Female,Desktop,Bottom,Shopping,Morning,1
missing,Non-Binary,Tablet,Side,missing,missing,0
56.0,missing,Desktop,Top,missing,missing,1
63.0,missing,Desktop,Side,missing,Night,0
missing,Non-Binary,Desktop,Side,News,Night,0
missing,Female,Desktop,missing,missing,Night,1
missing,missing,Tablet,Side,missing,Evening,0
missing,missing,Desktop,Top,News,Afternoon,1
44.0,Non-Binary,Tablet,missing,News,Evening,1
missing,Male,Desktop,missing,Entertainment,Afternoon,0
missing,missing,missing,Side,missing,Night,1
missing,missing,Mobile,missing,Social Media,Night,1
56.0,missing,Mobile,Top,Education,Afternoon,0
missing,Male,Desktop,Top,Entertainment,Evening,1
missing,Male,Mobile,Side,missing,Morning,1
19.0,Male,Tablet,Side,missing,missing,1
28.0,Female,Mobile,Bottom,Shopping,Morning,1
41.0,Male,missing,Bottom,Social Media,Night,1
missing,Female,Desktop,Bottom,missing,Afternoon,0
missing,missing,Desktop,Side,Shopping,Afternoon,0
missing,missing,Tablet,Top,Social Media,missing,1
missing,missing,Desktop,Side,missing,missing,1
42.0,missing,missing,Bottom,Shopping,Night,1
62.0,Non-Binary,Desktop,Bottom,News,Morning,1
missing,missing,Desktop,Side,Social Media,Morning,0
missing,Male,Mobile,missing,missing,Afternoon,1
38.0,Male,Tablet,Side,Shopping,Night,0
28.0,Non-Binary,Mobile,Bottom,missing,Evening,1
missing,Female,Tablet,Top,Entertainment,Evening,0
missing,Male,Mobile,Side,missing,Afternoon,0
34.0,missing,Mobile,Side,missing,Evening,0
missing,Female,Tablet,Bottom,missing,Evening,1
missing,missing,Desktop,Bottom,missing,Afternoon,0
missing,missing,Mobile,Top,Entertainment,Morning,0
missing,missing,Tablet,Bottom,Education,missing,1
missing,missing,Tablet,Top,Education,Afternoon,1
missing,missing,Desktop,Bottom,Education,Morning,1
missing,Male,Tablet,Top,missing,Morning,1
25.0,Female,missing,Bottom,missing,Evening,1
48.0,Non-Binary,Desktop,Top,missing,missing,1
36.0,missing,Tablet,missing,missing,Morning,1
missing,missing,Mobile,Side,Social Media,Afternoon,0
19.0,Male,Tablet,Side,missing,missing,1
18.0,Female,Tablet,Bottom,missing,Night,1
18.0,Male,missing,missing,Shopping,Night,0
36.0,missing,Tablet,Side,missing,Morning,1
missing,Female,Mobile,Bottom,News,Afternoon,0
missing,missing,Mobile,Bottom,Education,Evening,1
missing,missing,missing,Top,missing,Morning,1
35.0,Non-Binary,Tablet,Bottom,Education,Night,1
missing,Male,Tablet,missing,Entertainment,Night,1
58.0,missing,Desktop,Bottom,Social Media,Evening,1
missing,Male,Mobile,Side,Entertainment,missing,0
44.0,Non-Binary,missing,Side,Shopping,Morning,1
22.0,missing,Desktop,Top,Shopping,Afternoon,1
55.0,missing,Tablet,Top,missing,Afternoon,0
missing,missing,Tablet,Top,missing,Evening,1
missing,Female,Mobile,Bottom,missing,Night,1
19.0,Non-Binary,Desktop,Top,missing,missing,1
43.0,Female,Tablet,Top,missing,Evening,0
missing,Non-Binary,Tablet,Top,Entertainment,Morning,1
55.0,Non-Binary,Mobile,missing,Education,Morning,0
19.0,missing,missing,missing,missing,missing,1
60.0,missing,Tablet,Side,missing,Afternoon,1
missing,missing,missing,missing,missing,Afternoon,1
58.0,Non-Binary,Desktop,Top,missing,Afternoon,1
missing,missing,Tablet,Bottom,Education,Afternoon,1
48.0,missing,Mobile,Bottom,missing,Morning,0
missing,Non-Binary,Desktop,Side,Social Media,Afternoon,1
missing,Non-Binary,Mobile,Bottom,Entertainment,Night,1
46.0,Non-Binary,Mobile,Top,missing,Evening,0
missing,missing,missing,Top,Shopping,Night,0
36.0,missing,Tablet,missing,Education,missing,1
missing,Female,Tablet,Top,missing,Evening,1
missing,Non-Binary,Mobile,Top,missing,Morning,1
21.0,Male,missing,Bottom,Entertainment,missing,0
missing,Non-Binary,Tablet,Side,missing,Afternoon,1
missing,Non-Binary,Mobile,Bottom,News,missing,1
40.0,Female,missing,Side,missing,missing,0
missing,Non-Binary,missing,Side,missing,Morning,1
54.0,Male,Tablet,Top,Education,Night,0
61.0,missing,Mobile,missing,Social Media,Morning,0
missing,Non-Binary,Mobile,missing,News,Night,1
missing,missing,Tablet,Side,missing,missing,1
30.0,Non-Binary,missing,Top,News,Morning,1
52.0,Female,Mobile,Top,Social Media,Afternoon,1
63.0,Non-Binary,Desktop,Side,Education,Night,0
41.0,Male,Tablet,Side,Shopping,Night,0
57.0,missing,Mobile,Bottom,News,Night,1
missing,Non-Binary,Mobile,Bottom,News,Night,0
45.0,Female,Mobile,Side,missing,Morning,1
missing,Non-Binary,Mobile,Side,Entertainment,Night,1
26.0,Female,Mobile,Top,missing,Afternoon,1
43.0,Male,Tablet,Bottom,Education,Afternoon,1
20.0,missing,Tablet,missing,Entertainment,missing,1
missing,Non-Binary,Tablet,Top,Shopping,Afternoon,1
missing,Non-Binary,missing,Bottom,missing,Morning,0
22.0,Female,Mobile,Top,missing,Evening,1
missing,missing,missing,Top,Shopping,Morning,1
missing,Male,Mobile,Side,Shopping,Afternoon,1
missing,missing,Desktop,Top,missing,Evening,1
32.0,Female,missing,Top,missing,Night,1
46.0,Female,Desktop,missing,missing,Evening,0
missing,Non-Binary,missing,Top,missing,Night,0
62.0,Male,Mobile,Top,Social Media,Night,1
missing,missing,Desktop,Side,missing,missing,0
missing,missing,Tablet,Top,missing,Morning,1
missing,missing,Mobile,missing,Education,Night,0
missing,Female,Mobile,Bottom,Shopping,Evening,0
25.0,missing,missing,missing,missing,Afternoon,1
missing,missing,Tablet,Bottom,Education,Afternoon,1
missing,missing,Tablet,Top,News,Night,1
45.0,Female,Mobile,Bottom,missing,Morning,0
48.0,Non-Binary,Tablet,Side,Entertainment,Evening,0
24.0,Male,missing,Top,Entertainment,Night,1
missing,missing,Desktop,Bottom,Social Media,missing,1
